SPI,meta_ROI_from,meta_ROI_to,stimulus_presentation,comparison,accuracy
dtf_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5133333333333333
dtf_multitaper_max_fs-1_fmin-0_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5013888888888889
dtf_multitaper_max_fs-1_fmin-0_fmax-0-25,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4966666666666667
dtf_multitaper_max_fs-1_fmin-0-25_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5
dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5126388888888889
dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5144444444444444
dcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5205555555555555
dcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49624999999999997
dcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4891666666666666
dcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5358333333333334
pdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5158333333333334
pdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5098611111111111
pdcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5133333333333333
pdcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5013888888888889
pdcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4966666666666667
pdcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5
gpdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5081944444444444
gpdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5291666666666667
gpdcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49375
gpdcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5156944444444445
gpdcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5009722222222222
gpdcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49625
ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5168055555555555
ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-25,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5168055555555556
ddtf_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5259722222222222
ddtf_multitaper_max_fs-1_fmin-0_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5073611111111112
ddtf_multitaper_max_fs-1_fmin-0_fmax-0-25,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5045833333333333
ddtf_multitaper_max_fs-1_fmin-0-25_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.537222222222222
sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.507638888888889
sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-25,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5265277777777777
sgc_nonparametric_mean_fs-1_fmin-0-25_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.48722222222222217
sgc_nonparametric_max_fs-1_fmin-0_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5251388888888888
sgc_nonparametric_max_fs-1_fmin-0_fmax-0-25,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4966666666666666
sgc_nonparametric_max_fs-1_fmin-0-25_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49541666666666667
sgc_parametric_mean_fs-1_fmin-0_fmax-0-5_order-None,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5347222222222222
sgc_parametric_mean_fs-1_fmin-0_fmax-0-25_order-None,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5398611111111111
sgc_parametric_mean_fs-1_fmin-0-25_fmax-0-5_order-None,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4865277777777778
sgc_parametric_mean_fs-1_fmin-1e-05_fmax-0-5_order-1,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4995833333333334
sgc_parametric_mean_fs-1_fmin-0_fmax-0-25_order-1,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5008333333333332
sgc_parametric_mean_fs-1_fmin-0-25_fmax-0-5_order-1,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5134722222222223
sgc_parametric_mean_fs-1_fmin-1e-05_fmax-0-5_order-20,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49027777777777776
sgc_parametric_mean_fs-1_fmin-0_fmax-0-25_order-20,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.48888888888888893
sgc_parametric_mean_fs-1_fmin-0-25_fmax-0-5_order-20,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49124999999999996
sgc_parametric_max_fs-1_fmin-1e-05_fmax-0-5_order-None,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.50125
sgc_parametric_max_fs-1_fmin-0_fmax-0-25_order-None,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49874999999999997
sgc_parametric_max_fs-1_fmin-0-25_fmax-0-5_order-None,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4931944444444444
sgc_parametric_max_fs-1_fmin-1e-05_fmax-0-5_order-1,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.48388888888888887
sgc_parametric_max_fs-1_fmin-0_fmax-0-25_order-1,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.48388888888888887
sgc_parametric_max_fs-1_fmin-0-25_fmax-0-5_order-1,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5147222222222222
sgc_parametric_max_fs-1_fmin-1e-05_fmax-0-5_order-20,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.48722222222222217
sgc_parametric_max_fs-1_fmin-0_fmax-0-25_order-20,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4869444444444445
sgc_parametric_max_fs-1_fmin-0-25_fmax-0-5_order-20,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4918055555555556
psi_wavelet_mean_fs-1_fmin-0_fmax-0-5_mean,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5013888888888889
psi_wavelet_mean_fs-1_fmin-0_fmax-0-25_mean,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4956944444444445
psi_wavelet_mean_fs-1_fmin-0-25_fmax-0-5_mean,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49722222222222223
psi_wavelet_max_fs-1_fmin-0_fmax-0-5_max,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.48291666666666666
psi_wavelet_max_fs-1_fmin-0_fmax-0-25_max,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49722222222222223
psi_wavelet_max_fs-1_fmin-0-25_fmax-0-5_max,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4813888888888889
lmfit_Ridge,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4938888888888888
lmfit_Lasso,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49736111111111103
lmfit_SGDRegressor,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4938888888888888
lmfit_ElasticNet,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49736111111111103
lmfit_BayesianRidge,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4926388888888889
coint_johansen_max_eig_stat_order-0_ardiff-10,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5194444444444445
coint_johansen_trace_stat_order-0_ardiff-10,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4933333333333333
coint_johansen_max_eig_stat_order-0_ardiff-1,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.48638888888888887
coint_johansen_trace_stat_order-0_ardiff-1,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5
coint_johansen_max_eig_stat_order-1_ardiff-10,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5194444444444445
coint_johansen_trace_stat_order-1_ardiff-10,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4933333333333333
coint_johansen_max_eig_stat_order-1_ardiff-1,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.48638888888888887
coint_johansen_trace_stat_order-1_ardiff-1,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5
coint_aeg_tstat_trend-c_autolag-aic_maxlag-10,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4998611111111111
coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4998611111111111
coint_aeg_tstat_trend-ct_autolag-bic_maxlag-10,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5180555555555555
pec,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5493055555555555
pec_orth,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.54875
pec_log,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5484722222222222
pec_orth_log,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5129166666666667
pec_orth_abs,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5120833333333332
pec_orth_log_abs,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4948611111111111
cov_EllipticEnvelope,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5013888888888889
cov-sq_MinCovDet,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.48875
cov-sq_EllipticEnvelope,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.48902777777777773
cov-sq_GraphicalLassoCV,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5044444444444445
cov_MinCovDet,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5001388888888889
prec_EllipticEnvelope,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.46930555555555553
prec_GraphicalLassoCV,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49874999999999997
prec-sq_MinCovDet,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.45902777777777776
prec-sq_EllipticEnvelope,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4655555555555555
prec-sq_GraphicalLassoCV,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.48083333333333333
prec_MinCovDet,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4731944444444444
mgc,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5029166666666667
dtw,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4961111111111111
dtw_constraint-itakura,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5
dtw_constraint-sakoe-chiba,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49527777777777776
softdtw,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4958333333333333
softdtw_constraint-itakura,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4958333333333333
softdtw_constraint-sakoe-chiba,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4958333333333333
bary_dtw_mean,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4905555555555556
bary_dtw_max,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49625
bary_sgddtw_mean,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5
bary_sgddtw_max,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49458333333333326
bary_softdtw_mean,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4934722222222222
bary_softdtw_max,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4875
bary-sq_dtw_mean,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.50125
bary-sq_dtw_max,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5077777777777778
bary-sq_sgddtw_mean,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5002777777777778
bary-sq_sgddtw_max,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4912500000000001
bary-sq_softdtw_mean,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4938888888888888
bary-sq_softdtw_max,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49416666666666664
ce_kozachenko,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5275000000000001
cce_gaussian,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5184722222222222
cce_kozachenko,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5240277777777778
cce_kernel_W-0.5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5037499999999999
di_gaussian,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5106944444444445
di_kozachenko,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4934722222222222
di_kernel_W-0.5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5213888888888889
te_kraskov_NN-4_k-max-10_tau-max-4,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5048611111111111
te_kraskov_NN-4_DCE_k-max-10_tau-max-4,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49777777777777776
te_kraskov_NN-4_DCE_k-2_kt-1_l-1_lt-1,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49777777777777776
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5048611111111111
te_kernel_W-0.25_k-1,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5190277777777776
gc_gaussian_k-max-10_tau-max-2,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5086111111111111
te_symbolic_k-1_kt-1_l-1_lt-1,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5086111111111111
te_symbolic_k-10_kt-1_l-1_lt-1,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5086111111111111
cov_EmpiricalCovariance,Prefrontal_Cortex,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5256944444444444
cov_GraphicalLasso,Prefrontal_Cortex,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5297222222222222
cov_GraphicalLassoCV,Prefrontal_Cortex,Category_Selective,off,Relevant non-target vs. Irrelevant,0.526111111111111
cov_LedoitWolf,Prefrontal_Cortex,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5231944444444444
cov_OAS,Prefrontal_Cortex,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5230555555555554
cov_ShrunkCovariance,Prefrontal_Cortex,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5256944444444444
cov-sq_EmpiricalCovariance,Prefrontal_Cortex,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5284722222222222
cov-sq_GraphicalLasso,Prefrontal_Cortex,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5244444444444445
cov-sq_LedoitWolf,Prefrontal_Cortex,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5240277777777778
cov-sq_OAS,Prefrontal_Cortex,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5240277777777778
cov-sq_ShrunkCovariance,Prefrontal_Cortex,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5284722222222222
prec_EmpiricalCovariance,Prefrontal_Cortex,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5
prec_GraphicalLasso,Prefrontal_Cortex,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5
prec_LedoitWolf,Prefrontal_Cortex,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5
prec_OAS,Prefrontal_Cortex,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5
prec_ShrunkCovariance,Prefrontal_Cortex,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5
prec-sq_EmpiricalCovariance,Prefrontal_Cortex,Category_Selective,off,Relevant non-target vs. Irrelevant,0.4988888888888889
prec-sq_GraphicalLasso,Prefrontal_Cortex,Category_Selective,off,Relevant non-target vs. Irrelevant,0.4922222222222222
prec-sq_LedoitWolf,Prefrontal_Cortex,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5004166666666666
prec-sq_OAS,Prefrontal_Cortex,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5004166666666666
prec-sq_ShrunkCovariance,Prefrontal_Cortex,Category_Selective,off,Relevant non-target vs. Irrelevant,0.49513888888888885
spearmanr-sq,Prefrontal_Cortex,Category_Selective,off,Relevant non-target vs. Irrelevant,0.51875
spearmanr,Prefrontal_Cortex,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5181944444444444
kendalltau-sq,Prefrontal_Cortex,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5120833333333332
kendalltau,Prefrontal_Cortex,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5208333333333333
xcorr_max_sig-True,Prefrontal_Cortex,Category_Selective,off,Relevant non-target vs. Irrelevant,0.4958333333333333
xcorr-sq_max_sig-True,Prefrontal_Cortex,Category_Selective,off,Relevant non-target vs. Irrelevant,0.4915277777777778
xcorr_mean_sig-True,Prefrontal_Cortex,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5205555555555555
xcorr-sq_mean_sig-True,Prefrontal_Cortex,Category_Selective,off,Relevant non-target vs. Irrelevant,0.514861111111111
xcorr_mean_sig-False,Prefrontal_Cortex,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5277777777777777
xcorr-sq_mean_sig-False,Prefrontal_Cortex,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5015277777777778
pdist_euclidean,Prefrontal_Cortex,Category_Selective,off,Relevant non-target vs. Irrelevant,0.4968055555555555
pdist_cityblock,Prefrontal_Cortex,Category_Selective,off,Relevant non-target vs. Irrelevant,0.4905555555555556
pdist_cosine,Prefrontal_Cortex,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5241666666666667
pdist_chebyshev,Prefrontal_Cortex,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5
pdist_canberra,Prefrontal_Cortex,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5234722222222222
pdist_braycurtis,Prefrontal_Cortex,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5280555555555555
dcorr,Prefrontal_Cortex,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5306944444444445
dcorr_biased,Prefrontal_Cortex,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5145833333333334
hsic,Prefrontal_Cortex,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5075000000000001
hsic_biased,Prefrontal_Cortex,Category_Selective,off,Relevant non-target vs. Irrelevant,0.49388888888888893
bary_euclidean_max,Prefrontal_Cortex,Category_Selective,off,Relevant non-target vs. Irrelevant,0.4905555555555556
bary-sq_euclidean_mean,Prefrontal_Cortex,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5379166666666668
bary-sq_euclidean_max,Prefrontal_Cortex,Category_Selective,off,Relevant non-target vs. Irrelevant,0.48930555555555555
